Pay Grade/Step,Annual Salary,Class #,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
SR0601,"29,752.32",10122,Office Support Rep 3,Juvenile Court,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1989,10/26/15,N
TG0801,"34,337.07",06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1983,10/24/15,N
SR1001,"45,086.06",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1962,10/24/15,N
SR051M,"27,392.46",07736,Cust Svc Field Rep 1,Public Works,Full Time,006,Administrative Support,F,02,Black,1991,10/27/15,Y
TG0501,"29,097.24",04160,Sanitation Worker,Public Works,Full Time,008,Service Maintenance,M,99,Unknown,1963,10/27/15,N
TG0701,"32,598.19",06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,10/27/15,N
CA0500,"38,001.60",10170,Cvn Ctr Human Resources Coord,Convention Center Authority,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1993,11/2/15,N
CA0700,"60,000.00",06762,Cvn Ctr Accountant,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,11/3/15,Y
SR1300,"78,587.79",10714,Crime Lab Asst Dir/Qual As Mgr,Police,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1983,11/1/15,Y
TG041M,"28,131.26",10165,Water Maint Tech 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1994,10/24/15,N
SR1200,"56,185.16",04702,Plans Examiner 2,Codes Administration,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1955,10/26/15,N
SP0101,"9,259.61",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1991,10/28/15,N
SR0601,"29,752.84",10122,Office Support Rep 3,Juvenile Court,Full Time,006,Administrative Support,F,02,Black,1993,11/2/15,N
SR0801,"36,853.92",07375,Probation Officer 1,Juvenile Court,Full Time,002,Professionals,F,02,Black,1983,11/2/15,N
SR1000,"45,086.06",10151,Finance Officer 2,Finance,Full Time,002,Professionals,F,02,Black,1990,10/26/15,N
SR0401,"23,691.03",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,10/25/15,N
SR0401,"23,691.03",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,02,Black,1989,10/25/15,N
SR0601,"29,752.84",10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1970,11/16/15,N
SR0601,"29,752.84",10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1994,11/16/15,N
SR0601,"29,752.84",10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1956,11/16/15,N
SR0901,"40,817.54",10749,App Support Tech 1-DCSO,Sheriff,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1990,11/16/15,N
SR1400,"94,706.97",07318,Info Systems Div Mgr,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1968,11/1/15,Y
SR1400,"94,706.97",07318,Info Systems Div Mgr,Information Technology Service,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,11/1/15,Y
SR0801,"36,853.92",07243,Admin Svcs Officer 2,General Sessions Court,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1983,1/25/16,N
NS,"29,000.52",09020,Seasonal/Part-time/Temporary,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,10/28/15,N
SR0701,"15,924.48",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1992,11/2/15,N
NS,"46,260.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,M,02,Black,1983,11/2/15,Y
,"90,000.00",07170,Scheduler,Mayor's Office,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,10/26/15,N
CA0200,"27,976.00",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,02,Black,1987,11/9/15,N
SR0701,"33,165.69",02870,Legal Secretary 1,Public Defender,Full Time,006,Administrative Support,F,03,Hispanic,1992,11/4/15,N
TG1101,"39,576.89",01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1988,10/26/15,N
PS0401,"48,770.05",10125,Paramedic 1,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1980,11/16/15,N
PS0401,"48,770.05",10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1970,11/16/15,N
PS0401,"47,389.76",10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,11/16/15,N
PS0401,"48,770.05",10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1989,11/16/15,N
PS0401,"46,009.48",10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,11/16/15,N
PS0401,"47,389.76",10125,Paramedic 1,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1986,11/16/15,N
PS0401,"46,009.48",10125,Paramedic 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,11/16/15,N
CA0100,"24,024.00",10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1983,11/16/15,N
CA0200,"27,976.00",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,F,02,Black,1993,11/9/15,N
SR1400,"94,706.97",07407,Information Systems Advisor 2,Information Technology Service,Full Time,001,Officials and Administrators,F,02,Black,1972,11/7/15,Y
MAC03B,"27,682.92",10214,Computer Date Spec,Metro Action Commission,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1958,11/9/15,N
TG041M,"28,131.36",10165,Water Maint Tech 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1981,11/7/15,N
TG0801,"34,337.07",06229,Treatment Plant Tech 1,Water Services,Full Time,007,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1986,11/7/15,N
SR061M,"30,645.43",07737,Cust Svc Field Rep 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1983,11/7/15,N
SR061M,"30,645.43",07737,Cust Svc Field Rep 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1987,11/7/15,N
SR0401,"23,691.03",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,11/8/15,N
SR0401,"23,691.03",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1984,11/8/15,N
SR0801,"36,853.92",07243,Admin Svcs Officer 2,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1991,11/16/15,Y
SP0100,"9,254.70",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1953,11/9/15,N
SR0601,"29,752.84",10122,Office Support Rep 3,Codes Administration,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1966,11/23/15,N
PS051M,"55,485.31",10109,Fire Arson Investigator 1,Fire,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1952,11/16/15,N
SR0504,"29,253.43",10121,Office Support Rep 2,Election Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1955,11/10/15,N
,"160,000.00",10815,Chief of Staff-Mayor's Office,Mayor's Office,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1951,11/18/15,N
,"95,000.00",10813,Sr Adv Workforce Dev-Mayor's,Mayor's Office,Full Time,002,Professionals,M,02,Black,1978,11/12/15,Y
SR1000,"32,011.10",01463,Dental Hygienist 1,Health,Part Time,002,Professionals,F,02,Black,1980,11/7/15,Y
HD0300,"47,796.22",10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,02,Black,1977,11/16/15,N
SR0700,"33,165.69",06481,Home Economist,Health,Full Time,002,Professionals,F,03,Hispanic,1979,11/16/15,N
MAC02A,"25,861.77",10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,F,02,Black,1963,11/16/15,N
MAC01B,"11,564.47",10250,Teacher Asst,Metro Action Commission,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1980,11/16/15,N
MAC01A,"24,281.20",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1980,11/16/15,N
SR1400,"89,000.00",07312,General Svcs Div Mgr,General Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1957,11/9/15,Y
SR0601,"22,323.60",02660,Admin Svcs Officer 1,General Sessions Court,Part Time,002,Professionals,M,02,Black,1970,11/16/15,N
CA1400,"162,510.40",10671,Senior VP-Convention Center,Convention Center Authority,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1964,6/27/89,Y
SR1005,"51,096.52",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1969,5/30/89,N
SR1010,"58,609.58",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1955,6/29/81,N
SR1200,"59,033.01",07245,Admin Svcs Officer 4,Arts Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1970,5/13/13,Y
SR1500,"97,099.29",07762,Special Projects Mgr,Public Works,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,3/1/98,Y
SR1400,"80,411.00",10318,Deputy Court Admin,State Trial Courts,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1958,3/22/99,Y
HD060X,"89,133.00",06489,Public Hlth Nurse Practitioner,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1950,9/8/82,Y
PS0610,"77,117.89",07305,Fire Captain,Fire,Full Time,002,Professionals,M,02,Black,1961,3/16/90,N
PS0610,"77,117.89",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,3/16/90,N
PS0510,"66,064.72",07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1963,9/1/88,N
NS,"89,856.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1971,10/26/98,Y
SR1200,"70,915.71",06133,Safety Coord,Public Works,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1942,2/17/85,Y
PS0510,"66,064.72",07307,Fire Engineer,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,9/1/95,N
PS0610,"74,935.31",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,3/25/91,N
SR0710,"21,128.02",07711,Sheriff Prisoner Processor 1,Sheriff,Part Time,002,Professionals,M,02,Black,1963,2/8/16,N
PS0610,"72,752.73",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,9/1/95,N
PS0510,"68,046.66",02534,Fire Inspector 2,Fire,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1974,6/16/96,N
HD0300,"60,418.18",10758,Public Health Nurse 1,Health,Full Time,002,Professionals,F,02,Black,1951,7/28/07,N
PS0610,"74,935.31",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,6/16/87,N
NS,"21,697.23",07244,Admin Svcs Officer 3,Office of Emergency Mgmt,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,7/25/13,N
CM00,"15,000.00",01334,Council Member,Metropolitan Council,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1960,9/25/15,Y
CM00,"17,000.00",05754,Vice Mayor,Metropolitan Council,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1964,9/1/15,Y
SR0901,"40,817.54",10487,Crime Scene Technician 1,Police,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1991,12/1/15,N
SR0901,"40,817.54",10487,Crime Scene Technician 1,Police,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1982,12/1/15,N
PS0610,"77,117.89",07305,Fire Captain,Fire,Full Time,002,Professionals,M,02,Black,1967,9/1/95,N
TG1105,"46,115.07",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1966,5/20/91,N
PS0609,"75,140.54",07305,Fire Captain,Fire,Full Time,002,Professionals,M,02,Black,1967,2/1/98,N
PS0610,"77,117.89",01495,Fire Marshal-Asst,Fire,Full Time,001,Officials and Administrators,F,02,Black,1957,8/16/85,N
PS0710,"84,734.24",07355,Police Lieutenant,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,3/16/92,N
PS0710,"79,937.96",01686,Fire District Chief,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,10/16/79,Y
SR0900,"40,817.54",10474,Information Sys Media Tech 2,Information Technology Service,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1989,11/21/15,N
SR1200,"65,000.00",07377,Program Mgr 2,State Fair Board,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1959,8/1/99,N
NS,"17,991.48",10123,Office Support Spec 1,State Fair Board,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1955,11/3/14,N
SR0608,"36,698.74",10122,Office Support Rep 3,Codes Administration,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1965,1/31/05,N
PS0410,"61,602.64",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,4/16/87,N
PS0510,"68,046.66",07307,Fire Engineer,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1963,8/1/86,N
PS0410,"63,396.89",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,2/16/98,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,9/1/95,N
SR0910,"53,062.48",10103,Application Tech 3,General Services,Full Time,006,Administrative Support,F,02,Black,1953,7/27/76,N
SR0608,"36,698.74",03440,Equip & Supply Clerk 2,General Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1953,10/11/99,N
SR1000,"45,086.06",10475,Information Sys Oper Analyst 1,Emergency Communication Center,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1973,11/23/15,N
PS0410,"59,808.39",01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1963,10/25/82,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1965,10/15/08,N
PS0610,"77,117.89",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1961,8/16/91,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,2/1/98,N
SR1200,"30,514.85",07757,Technical Specialist 2,Police,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1949,11/1/15,Y
NS,"12,791.40",07243,Admin Svcs Officer 2,Sheriff,Part Time,002,Professionals,M,02,Black,1949,3/1/07,N
SR0801,"36,853.92",10464,Water Quality Analyst 1,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,11/21/15,N
PS0509,"64,370.87",07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1969,8/16/97,N
NS,"27,641.53",10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,006,Administrative Support,F,02,Black,1965,12/17/07,N
PS0510,"66,064.72",07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1961,3/16/90,N
SR1005,"51,096.52",04710,Probation Officer 2,General Sessions Court,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1972,3/1/99,N
PS0610,"72,752.73",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1961,10/1/85,N
PS0609,"75,140.54",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1969,8/16/97,N
PS0510,"66,064.72",07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1957,9/1/88,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,8/16/97,N
PS0709,"77,887.84",01686,Fire District Chief,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1955,7/16/78,Y
SR1009,"57,106.96",07381,Program Supv,Sheriff,Full Time,006,Administrative Support,M,02,Black,1968,8/16/91,Y
SR1010,"58,609.58",07368,Police Youth Counselor 2,Police,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1954,10/1/81,N
PS0610,"72,752.73",07305,Fire Captain,Fire,Full Time,003,Technicians,M,02,Black,1957,3/16/90,N
PS0610,"72,752.73",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,9/1/88,N
CA0100,"24,024.00",10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1985,11/30/15,N
SR1002,"46,588.67",07244,Admin Svcs Officer 3,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1951,10/16/95,N
TG041M,"28,131.36",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1986,11/20/15,N
TG041M,"28,131.36",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,F,02,Black,1957,11/24/15,N
TG041M,"28,131.36",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1979,12/1/15,N
PS0510,"66,064.72",07307,Fire Engineer,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,2/1/98,N
PS0609,"70,887.30",07305,Fire Captain,Fire,Full Time,002,Professionals,M,02,Black,1967,2/1/98,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1963,9/1/95,N
PS0610,"74,935.31",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1959,2/1/93,N
SR1008,"55,604.35",04710,Probation Officer 2,General Sessions Court,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1967,9/1/98,N
NS,"125,453.00",01336,County Ct Clerk,County Clerk,Elected,000,Elected Officials,F,02,Black,1956,8/13/12,Y
